Id,Order_Id,Product_Id,Status,Quantity,Price($),Discount,Delivery_Date
553,439,12,Ready to be shipped,4,922,2,11/7/2020
554,151,28,Shipped,7,1666,40,11/3/2020
555,441,9,Ready to be shipped,9,708,30,2/28/2020
556,96,29,Shipped,11,407,0,2/9/2021
557,387,20,Delivered,9,244,11,12/28/2020
558,260,1,Ready to be shipped,2,1297,42,3/7/2021
559,108,15,Delivered,13,1645,15,8/30/2021
560,54,13,Queued,2,1903,15,10/8/2020
561,34,12,Ready to be shipped,16,617,31,5/9/2021
562,335,15,Shipped,19,1189,29,10/20/2020
563,297,19,Delivered,14,1772,41,5/3/2020
564,423,17,Shipped,4,1048,49,12/1/2019
565,67,25,Shipped,9,598,40,4/26/2021
566,461,5,Queued,1,1138,27,2/26/2021
567,286,8,Shipped,7,1559,1,2/16/2020
568,498,17,Ready to be shipped,5,335,20,11/16/2020
569,320,28,Delivered,1,1178,22,5/10/2021
570,132,9,Shipped,9,282,29,3/11/2021
571,338,18,Delivered,1,834,24,12/28/2019
572,295,3,Ready to be shipped,13,591,12,6/25/2020
573,99,28,Delivered,18,1421,34,6/10/2021
574,330,6,Delivered,15,1256,37,7/22/2021
575,486,26,Delivered,20,82,8,10/23/2019
576,250,5,Ready to be shipped,11,780,26,10/8/2019
577,195,6,Ready to be shipped,20,1692,8,6/15/2021
578,335,28,Queued,8,1596,2,4/12/2020
579,476,19,Queued,19,1811,21,5/13/2020
580,367,9,Delivered,11,919,47,10/31/2019
581,218,14,Delivered,11,880,1,8/12/2020
582,427,29,Shipped,18,491,39,5/29/2021
583,240,8,Queued,15,1090,12,1/10/2020
584,451,4,Shipped,6,1337,3,2/13/2020
585,197,17,Queued,17,420,21,4/15/2021
586,193,10,Queued,8,1566,12,3/30/2021
587,127,21,Ready to be shipped,2,398,47,10/25/2020
588,76,26,Queued,9,963,45,11/11/2019
589,204,13,Queued,11,889,42,9/5/2020
590,115,26,Shipped,5,797,19,10/1/2020
591,465,11,Shipped,15,954,22,6/10/2021
592,187,29,Ready to be shipped,5,828,23,10/15/2020
593,354,27,Queued,4,1769,27,9/19/2020
594,184,28,Shipped,15,1452,28,9/2/2020
595,275,30,Queued,20,580,27,5/11/2021
596,269,24,Ready to be shipped,11,1672,47,3/22/2021
597,22,7,Shipped,15,1649,50,11/29/2019
598,132,8,Shipped,16,1186,33,7/24/2021
599,136,18,Shipped,12,1770,16,4/15/2020
600,491,21,Shipped,4,1498,24,2/23/2020
601,496,10,Queued,17,1530,28,4/5/2021
602,450,25,Shipped,13,711,44,3/11/2021
603,88,16,Ready to be shipped,9,564,9,9/5/2021
604,240,22,Delivered,20,138,25,10/13/2020
605,107,29,Shipped,7,49,37,2/25/2020
606,144,28,Delivered,8,1769,25,6/8/2020
607,455,13,Queued,10,983,43,3/2/2020
608,98,12,Delivered,15,989,1,1/5/2020
609,262,1,Shipped,5,642,6,6/15/2020
610,325,12,Delivered,7,1770,37,4/15/2020
611,51,10,Ready to be shipped,14,1643,22,9/16/2019
612,97,9,Shipped,12,292,2,4/18/2021
613,301,26,Delivered,15,70,47,1/26/2020
614,246,3,Shipped,18,1222,19,12/6/2020
615,228,2,Shipped,1,529,30,2/1/2020
616,155,27,Ready to be shipped,13,1161,17,10/9/2020
617,299,12,Queued,1,215,23,12/18/2019
618,160,5,Ready to be shipped,10,227,12,2/23/2021
619,426,18,Shipped,14,153,20,5/8/2020
620,135,5,Ready to be shipped,4,758,42,8/10/2021
621,490,17,Shipped,7,824,49,6/27/2020
622,406,10,Queued,20,751,18,11/19/2019
623,266,1,Queued,1,772,31,6/20/2021
624,340,6,Shipped,6,1624,15,10/29/2020
625,487,28,Queued,12,873,35,7/19/2020
626,494,9,Ready to be shipped,5,1552,36,2/4/2020
627,480,18,Delivered,14,858,33,7/9/2021
628,219,15,Shipped,6,1451,13,5/10/2020
629,206,30,Delivered,6,145,7,7/1/2020
630,434,18,Shipped,16,1373,4,10/21/2019
631,175,5,Delivered,13,1215,2,3/9/2021
632,189,29,Shipped,6,407,21,3/13/2020
633,112,30,Ready to be shipped,14,304,27,6/30/2020
634,433,22,Queued,12,1591,35,2/24/2021
635,22,14,Shipped,3,692,24,10/25/2019
636,254,20,Delivered,4,1870,13,8/12/2020
637,160,18,Delivered,20,1191,16,1/18/2020
638,494,3,Queued,20,771,16,4/19/2020
639,109,10,Delivered,4,657,39,11/15/2019
640,132,27,Ready to be shipped,1,386,18,8/1/2021
641,380,14,Ready to be shipped,15,1478,14,11/25/2020
642,23,20,Shipped,11,1232,7,2/28/2020
643,140,15,Delivered,1,92,19,10/14/2019
644,49,22,Queued,7,1287,0,9/6/2020
645,350,16,Ready to be shipped,2,1535,44,4/8/2020
646,89,11,Delivered,10,930,9,4/28/2020
647,258,25,Shipped,16,643,5,3/26/2020
648,262,4,Shipped,7,410,49,7/24/2020
649,166,22,Shipped,4,5,5,5/26/2020
650,415,17,Queued,1,76,19,5/7/2020
651,67,17,Shipped,12,1309,47,7/4/2021
652,303,27,Queued,20,184,40,1/23/2020
653,433,2,Queued,16,297,7,11/15/2020
654,239,20,Ready to be shipped,12,901,46,4/12/2021
655,132,14,Delivered,19,1710,9,9/19/2019
656,257,6,Shipped,12,1458,40,10/27/2020
657,56,19,Queued,19,1334,41,10/16/2020
658,237,27,Delivered,7,539,1,4/6/2020
659,171,25,Queued,11,251,7,1/22/2020
660,217,27,Shipped,17,69,21,1/11/2020
661,395,22,Delivered,14,627,37,11/23/2020
662,397,8,Ready to be shipped,15,1973,50,1/10/2021
663,198,1,Shipped,10,1357,46,5/4/2021
664,286,5,Ready to be shipped,18,1235,43,6/14/2020
665,270,8,Queued,13,46,14,3/26/2020
666,123,18,Ready to be shipped,18,107,1,8/26/2021
667,88,14,Queued,8,1943,14,3/1/2020
668,313,3,Delivered,20,355,15,7/27/2021
669,20,19,Ready to be shipped,6,1507,44,7/27/2020
670,420,4,Queued,20,40,45,3/3/2020
671,178,19,Delivered,1,197,36,6/16/2020
672,234,10,Shipped,8,133,40,5/21/2020
673,353,5,Shipped,10,1508,23,4/22/2021
674,222,11,Delivered,7,662,25,3/27/2020
675,354,23,Shipped,13,386,49,4/13/2021
676,460,7,Ready to be shipped,13,38,25,9/29/2019
677,155,24,Shipped,18,1256,24,2/10/2020
678,115,30,Delivered,7,568,25,2/18/2021
679,102,14,Ready to be shipped,16,211,43,10/7/2020
680,374,6,Queued,18,377,47,7/22/2021
681,89,10,Shipped,20,1641,22,6/9/2021
682,325,25,Queued,3,825,49,1/1/2020
683,323,25,Delivered,3,394,20,5/24/2021
684,219,17,Shipped,9,1326,22,9/16/2020
685,33,8,Shipped,7,88,39,8/16/2021
686,438,16,Queued,17,1091,24,8/29/2020
687,59,13,Shipped,7,624,41,6/23/2021
688,236,13,Delivered,7,5,41,10/27/2020
689,450,17,Queued,15,422,5,9/14/2020
690,188,30,Ready to be shipped,10,406,46,12/11/2019
691,390,7,Shipped,6,1311,45,10/6/2019
692,421,23,Queued,15,219,27,12/3/2020
693,124,24,Ready to be shipped,16,966,10,3/10/2021
694,66,24,Delivered,9,1371,31,10/28/2020
695,336,24,Delivered,14,1870,38,7/1/2021
696,145,16,Queued,14,1326,40,2/5/2020
697,36,15,Delivered,18,1252,21,8/21/2020
698,467,7,Queued,16,1873,30,8/10/2021
699,364,12,Queued,16,569,31,4/14/2020
700,11,4,Shipped,2,1212,41,1/1/2021
